,Description,TotalSalesDollars,ProfitMargin
947,Bowmore Legend Single Malt,242.91,51.64464204849533
948,Bowmore Mizurana,7999.92,72.0149701497015
950,Boya Pnt Nr,7867.08,44.44444444444444
951,Boya Svgn Bl,6995.0,65.54110078627592
956,Brancott Estate 'B' Svgn Bl,31.47,35.08102955195424
957,Brancott Pnt Nr Marlboro,7065.1900000000005,39.095763878961506
959,Brandborg Benchlands Pnt Nr,24.99,32.41296518607442
964,Bregeon Muscadet Sevre et M,1613.1499999999999,62.09155999132132
965,Brenne French Sng Mlt Whisky,3275.2200000000003,89.15187376725838
966,Bridlewood Blend 175 C C,4453.27,28.9764599945658
969,Bridlewood Pnt Nr,9520.47,33.87280249819599
971,Bridlewood Slct Pnt Nr Lucia,5436.6,77.94945370268182
972,Briggs Lockhart Cab Svgn,1091.1599999999999,31.485758275596602
973,Briggs Lockhart Chard,324.75,36.44341801385681
974,Brinley Gold Shipwrck Coffee,149.94,27.010804321728692
975,Brinley Gold Shipwreck,119.94,23.661830915457728
976,Brinley Gold Shipwrk Coconut,449.82,23.649459783913564
978,Brittan Vyds Chard Wlmete Vy,3912.09,82.9208939467139
979,Broadbent Auction RSV,5742.33,55.922073444054945
981,Broadbent Madeira Rainwater,8072.889999999999,28.031720982200913
984,Broadside Cab Svgn Paso Rob,326.94,56.98293264819233
986,Brooks Runaway Red,263.88,34.19736243747158
987,Brotherhood Holiday Spiced,1425.3899999999999,23.64405531117798
988,Brotte La Griveliere CDR,9872.880000000001,39.99400377600052
989,Brousko Dry Red,131.88,33.75796178343949
991,Brownstone Cab Svgn Cal,1357.49,24.260215544865904
992,Brownstone Merlot Cal,467.48,21.451185077436474
993,Brownstone Pnt Nr,359.59999999999997,1.3904338153503737
995,Brugal XV Rum,9971.01,84.65320965478924
997,Bruichladdich Octomore 61,7589.3099999999995,92.19599673751631
998,Bruichladdich Rocks Sngl Mlt,899.82,76.02187104087484
1000,Bruichladdich Wee Laddie Box,1199.8,26.471078513085505
1001,Bruno Giacosa Roero Arneisxc,149.88,35.468374699759806
1006,Buehler Estate Cab Svgn Napa,4271.69,92.70663367426006
1007,Buehler Wh Znfdl Napa,2037.96,26.59325992659326
1008,Buena Vista Ch Napa Vly Cab,2924.35,15.521739873818108
1009,Buenas Tempranillo,252.77,33.75796178343949
1011,Buglioni L'Amarone,4289.22,28.301649250912753
1012,Buil & Gine Montsant 17X1,2077.29,80.9155197396608
1019,Bully Boy White Rum,335.88,20.65023222579493
1020,Bully Hill Goat Wh Semi-Dry,9643.8,36.49204670358157
1022,Bully Hill NY Rsl,155.88,32.409545804464976
1025,Bunraku Nihonjin No Wasuremo,1230.01,14.960040975276623
1026,Buoncristiani Family Chard,1835.49,67.10851053397185
1027,Buoncristiani Family Red OPC,1139.77,66.04578116637568
1030,Buried Cane Cab Svgn,6978.23,39.28431708327182
1031,Buried Cane Chard,4859.17,51.170878977273894
1038,Bushmills 16 Yr Old Irish W,2045.6899999999998,18.144977978090516
1039,Bushmills 21 Year Old Irish,3119.7,16.070455492515304
1043,Butterfly Kiss Chard,1076.4,35.451505016722415
1044,Butterfly Kiss Pnt Grigio,107.64,32.77591973244147
1047,Byron Pnt Nr Nielson Vyd SMV,575.8199999999999,31.978743357299148
1049,Byrrh Apertif,689.56,52.01287777713324
1054,C K Mondavi Svgn Bl Cal,71.94,38.4487072560467
1055,C K Mondavi Wh Znfdl,153.8,38.04941482444734
1058,C Krug Chard,902.54,16.96766902297959
1060,C Krug RSV Generations Napa,513.9,16.263864565090483
1061,C Krug Svgn Bl Napa,9075.53,33.36455281399544
1062,C Monaci Kreos Rosato,395.78,66.20344635908837
1064,C Y Toro Carmenere Terrunyo,175.92,91.77467030468395
1066,C Y Toro Casa Diablo Chard,7148.72,48.54435479358543
1073,C Y Toro Diablo Red,11.99,33.778148457047536
1074,C Y Toro Don Melchr Cab Svgn,8250.97,4.976263396909677
1077,C Y Toro Frontera Carmenere,9385.73,37.769358377025554
1081,C Y Toro Frontera Pnt Grigio,9999.47,39.60259893774369
1082,C Y Toro Frontera Shiraz,6523.13,34.5136460564177
1088,C&P Breton Chinon St Louand,1024.59,3.7273445963751297
1089,C'est La Vie Syrah-Grenache,27.98,32.4517512508935
1090,CC Ranch Cab Svgn CC Ranch,1994.81,29.35668058612098
1092,Ca'Momi Bianco di Napa,3763.66,63.992496665479884
1095,Ca'Momi Chard Rsv Napa,4408.53,17.652369383898943
1097,Ca'Momi Pinot Noir Napa Vall,9584.619999999999,48.77418197069888
1106,Cabreo Il Borgo Toscana,764.83,77.08510387929344
1107,Cabreo La Pietra White,1253.58,87.98959779192394
1108,Cabrito Blanco,1043.42,48.89881351708804
1109,Cadaretta Svgn Bl Semillon C,275.88,31.970421922575028
1112,Cade Svgn Bl Napa Cuvee,1469.54,2.69608176708357
1114,Caffo Amaretto Liqueur,9515.08,75.34681789328098
1115,Caffo Grappa Italiana,373.83,26.964128079608386
1118,Caffo Vecchio Amaro del Capo,4815.8099999999995,82.41043562765142
1119,Cakebread Benchland Cab Svgn,7599.24,71.15922118527642
1122,Cakebread Chard Rsv,2969.46,14.067204138126133
1123,Cakebread Clrs Cab Svgn 11,779.94,44.809857168500145
1125,Cakebread Dancing Bear Cab S,3909.66,71.16373290772088
1128,Cakebread Vine Hill Cab,1699.83,52.30581881717583
1129,Calaches Lanessan Haut-Medoc,1196.37,80.561197622809
1130,Calandray RSV Cotes Roussiln,215.88,35.07504168982768
1132,Calera Ctrl Coast Chard,5301.33,21.90978490303377
1133,Calera Ctrl Coast Pnt Nr,3221.8399999999997,12.353189481786792
1134,Calera Mills Vyd Pnt Nr,5075.23,43.300500666964844
1135,Calera Mt Harlan Chard,1784.55,63.80936370513576
1136,Calera Ryan Vyd Pnt Nr,719.88,41.79029838306384
1137,Calera Selleck Vyd Pnt Nr,2687.72,28.730671349694152
1138,Calera de Villiers Pnt Nr,989.82,96.56402174132671
1139,Calico Jack Cherry Rum,203.88,28.54620364920541
1146,Callia Alta Malbec,9461.46,40.514466054921755
1147,Callia Alta Pnt Grigio,4728.74,37.101215122844565
1148,Calling All Angels Chard,9963.53,36.096142632179564
1149,Calma Rioja,255.84,50.65666041275798
1150,Calmel & Joseph CdRoussillon,3973.16,56.59877779903151
1151,Calmel & Joseph Chard,2432.69,54.28147441720893
1152,Calmel & Joseph Terra Larzac,2478.7599999999998,8.434862592586596
1154,Calumet Farm Bourbon VAP,7199.41,75.33756238358421
1160,Cambas Mavrodafne of Patras,5001.15,30.88709596792737
1161,Cambas Nemea RSV Attica Rd,179.88,67.54503002001334
1163,Cambria Katherine Vyd Chard,1710.93,33.152145324472656
1165,Cambridge & Sunset Pnt Nr,6808.1,31.18197441283178
1166,Cambridge Chard Carneros,1743.04,84.39966954286763
1167,Cambrige Meritage Napa Vly,1282.4399999999998,96.8606718442968
1168,Camelot Merlot,98.91,20.149630977656464
1169,Cameron Hughes Cam Col Cab S,9603.24,67.14608819523411
1170,Cameron Hughes Cam Coll Char,297.79,63.410457033479986
1171,Camigiliano Brunello Di Mont,3079.23,27.763759121598593
1172,Camila Malbec,234.96,66.24106230847804
1173,Camp Cab Svgn Sonoma County,1167.27,16.111953532601706
1174,Camp Chard Sonoma Cnty,1387.0,27.498197548666187
1175,Camp Meeting Ridge Chard,2321.73,12.284374152033184
1176,Camp Meeting Ridge Pnt Nr,650.93,90.14794217504186
1177,Camp Merlot Sonoma Cnty,575.64,34.64665415884927
1183,Campus Oaks Old Vines Znfdl,2574.16,32.52167697423625
1185,Camus Elegance XO,5329.59,96.27626140097081
1186,Camus Extra Elegance,8839.74,83.03185387805523
1193,Canadian Club Sherry Cask,413.82,25.358851674641148
1203,Canaletto Mntplcno Abruzzo,4111.21,31.647860362277765
1204,Canaletto Pnt Grigio Venezie,561.37,87.91171598054758
1205,Canaletto Pnt Nr Pavia,359.64,31.931931931931935
1207,Candia Vyds Classic Cab Svgn,7092.93,31.15820965383841
1208,Candia Vyds Diamond,7345.1,34.4239016487182
1210,Candia Vyds Noiret Vault RSV,6640.57,30.010225025863736
1211,Candoni Moscato,362.25,17.846790890269144
1212,Candor Znfdl,167.88,35.45389563974267
1213,Canella Bellini Cocktail Vnz,4442.58,29.927204462271924
1214,Canella Bellini Fusion,9320.44,23.91764766470253
1215,Canella Prosecco,4311.360000000001,32.97706524159431
1216,Canella Prosecco Di Conegli,9224.66,37.14846942868355
1220,Cantele Chard Salento,350.72999999999996,52.1597810281413
1221,Cantele Primitivo Salento,671.52,31.95139385275196
1222,Cantele Salice Salentino Rsv,9190.06,42.73584720883215
1223,Cantina Gabriele Dolc White,808.75,89.55425038639876
1224,Cantine Cantena Fiano Avelno,322.83,3.280364278412779
1225,Cantine Cantena Taurasi,359.88,31.04368122707569
1227,Cantine Maschio Sparkling Ro,568.5,18.21635883905013
1228,Canyon Oaks Cab Svgn Cal,7689.9,30.62235843152089
1230,Canyon Oaks Merlot Cal,5776.0599999999995,32.06285723804578
1231,Canyon Oaks Pink Moscato,71.88,33.72287145242069
1232,Canyon Oaks Wh Znfdl Cal,569.05,32.68781302170283
1233,Canyon Oaks Znfdl Cal,143.76,31.051752921535886
1236,Canyon Rd Merlot,8207.869999999999,35.453656064240775
1237,Canyon Rd Merlot Cal,5719.26,33.40292275574113
1238,Canyon Rd Moscato,3602.08,37.12632701106027
1241,Canyon Rd Svgn Bl,4536.13,32.43249201411776
1242,Canyon Rd Wh Znfdl,5548.9,34.053636379061146
1244,Caol Ila 17 Yr Single Malt,1799.85,23.660305025418783
1246,Cape Indaba Chard S Africa,5071.53,38.89891216260181
1248,Cape Mentelle Sem/Svgn Bl,715.34,24.872088796935714
1249,Capel Premium Pisco,1986.58,25.47745371442378
1250,Caposaldo Moscato,167.88,32.45175125089349
1251,Caposaldo Pnt Grigio Veneto,152.82999999999998,53.28142380422691
1252,Caposaldo Prosecco Brut,9137.04,34.318116151401334
1253,Caposaldo Sweet Moscato,569.62,11.351427267301002
1254,Capostrano Montepulciano Abr,798.1,51.26926450319509
1255,Cappelletti Apertivoch,459.77,59.13608978402245
1256,Caprai Montefalco Passito 06,3518.8999999999996,80.34840433089886
1257,Caprai Montefalco Rosso 09,813.3199999999999,22.392170363448567
1258,Capri Natura Limoncello,3807.01,12.655863788117195
1262,Capt Morgan Lime Bite Rum,827.56,41.29591951291181
1267,Capt Morgan Parrot Bay Mango,1034.31,25.350233488992657
1268,Capt Morgan ParrotBay Pineap,764.24,53.74275231563095
1269,Capt Morgan ParrotBayPassion,29.98,25.350233488992668
1275,Capt Morgan Tattoo,1322.37,26.317898923901783
1284,Cardamaro Vino Amaro,5836.089999999999,36.92900554994868
1286,Cardinale Cab Svgn Napa Vly,1124.95,48.38881728076803
1287,Caribou Crossing Canadian,7398.52,24.860782967404287
1288,Carlo Rossi Blush Calif,4291.87,27.096592874282578
1291,Carlo Rossi Chianti Cal,1016.13,7.830493907149575
1292,Carlo Rossi Moscato Sangria,1334.1100000000001,29.118288596892317
1294,Carlo Rossi RSV Cab Svgn Cal,4297.23,26.17777738226552
1295,Carlo Rossi RSV Chard Cal,847.3,29.90304595760449
1296,Carlo Rossi RSV Merlot Cal,1822.82,23.193960705502935
1297,Carlo Rossi RSV Wh Znfdl Cal,1642.9499999999998,27.825038604995616
1298,Carlo Rossi Red Sangria Cal,3867.42,35.91076221356874
1301,Carlo Rossi Sweet Red,1436.01,33.04687472821344
1302,Carmel Road Chard Liberated,191.76,35.04380475594493
1303,Carmel Road Pnt Gris,111.48,31.001076426264802
1305,Carmel Road The Barrymore PG,842.49,19.051858182292964
1307,Carnaval Red Moscato Sparklg,175.84,51.000909918107375
1309,Carol Shelton Rocky Rsv Znfd,782.76,22.045071286218008
1310,Carol Shelton Wild Thing Zin,134.9,22.075611564121573
1311,Carolans Irish Cr Gift Set,7569.41,45.420316775019444
1315,Carpene Malvolti Sprklg Rose,6666.66,25.047175047175042
1316,Carpineto Brunello Montalci,5813.97,37.30170606315479
1317,Carpineto Cab Svgn Farnito,4657.48,64.91278545479528
1325,Carpineto Molin Vecchio,479.79999999999995,33.34722801167152
1326,Carpineto Montepulciano 11,2247.35,3.502347208934969
1328,Carstairs White Seal,5118.0599999999995,26.347092452999764
1329,Cartlidge & Browne Cab Svgn,167.88,33.30950679056469
1330,Cartlidge & Browne Pnt Nr,5115.0,23.473704789833818
1331,Casa E Mirafiori Barb d'Alba,972.63,79.85256469572191
1332,Casa Ferreirinha Esteva Doro,9411.18,41.284514800481986
1333,Casa Ferreirinha Papas Figos,509.66,30.353569046030692
1334,Casa Julia Merlot Rapel,215.82,55.24047817625799
1335,Casa Julia Svgn Bl Manta,2763.16,32.14761360181821
1336,Casa Lapostolle Merlot,1480.86,24.17108977215941
1337,Casa Lapostolle Svgn Bl,4695.6,40.84419456512481
1338,Casa Liliana Good Chard,582.47,95.36456813226432
1340,Casa Liliana Good Merlot,142.87,81.82963533282003
1344,Casa Noble Repsdo La Carreta,695.88,25.366442490084495
1345,Casa Noble Sngl Barrel Anejo,1169.91,25.925071159319952
1347,Casa Silva Los Lingues Cab S,9961.77,63.06680439319518
1348,Casa Silva Svgn Gris,2302.6,7.409015895075129
1349,Casal Garcia Duoro Red,231.71,18.89862327909887
1352,Casalini Monteplciano D'Abrz,1090.44,31.47353361945637
1353,Casalini Pnt Grigio,6535.65,36.019370682334575
1359,Casas Del Bosque Sauv Bl,740.6,22.938158250067513
1361,Casoni Limoncello di Sorento,833.99,48.56053429897241
1363,Castano Yecla Monastrell Red,8343.93,51.224423023683094
1364,CastelGiocondo 10 Brun Montl,4883.26,23.919676609478103
1367,Castellani Biagio Chianti,5650.96,44.071095884593056
1369,Castello Banfi Belnero Prop,8887.39,31.46953154975758
1370,Castello Banfi Brun Montalcn,8832.11,59.5793077758316
1371,Castello Banfi Excelsus,655.9,3.2459216343954815
1374,Castello Di Ama Chianti,3107.1600000000003,89.61141363817762
1375,Castello Di Cacchiano Chiant,799.8000000000001,80.0
1376,Castello Montauto Vernaccia,3092.56,76.64847246294333
1377,Castello d Cacchiano Chianti,2207.04,41.23531970421922
1378,Castello del Poggio Rosato,714.21,31.196706850926205
1379,Castello di Bossi Chianti Cl,6380.01,2.6647293656279567
1380,Castello di Meleto Chianti,2976.2799999999997,81.31627400647788
1381,Castillo Monastrell Red,2448.25,20.261411212090277
1383,Castillo Spiced Rum,3674.57,81.25331671460879
1388,Castle Rock Pnt Nr Cal Cuvee,1879.29,32.71820740811689
1390,Cataldi Madonna Malandrino,782.42,84.96331893356509
1391,Catalpa Cab Svgn,2812.41,40.87064119385153
1392,Catalpa Chard,7910.74,35.760244932838134
1393,Catalpa Malbec,9269.79,39.6038097950439
1395,Catena Alta Historic Rows CS,5530.71,6.865845433949702
1396,Catena Historic Rows Chard,5516.08,11.37691984162667
1398,Catena Malbec Mendoza,107.88,31.92436040044494
1402,Catena Vista Flores Malbec,5889.79,28.921914024099326
1403,Catena Zapata Nicasia Vyd,719.92,74.48883209245471
1404,Catskill Defiant Rye,4027.0,62.59423888750931
1405,Catskill Fearless Whiskey,3861.11,74.26076957144447
1406,Catskill Most Righteous Brbn,5310.15,78.01568693916369
1407,Catskill Otay,2655.22,58.81697185167331
1408,Catskill Wicked White Whisky,2553.8199999999997,88.91072980867877
1410,Cavas Hill 1887 Brut Cava,1724.74,10.449111170379306
1411,Cave de Tain St Joseph Red,2041.55,85.2597291273787
1412,Cave de Tain Syrah,503.64,31.52251608291637
1415,Cavit Alta Luna Phases Rosso,1318.68,85.94351927685263
1418,Cavit Chard,188.79,50.548228190052434
1424,Cavit Pinot Grigio Del Vene,239.52,33.26653306613226
1426,Cavit Pinot Noir Bottega Vi,359.76,32.88859239492995
1430,Cavit Select Red Blend,647.28,89.40952910641454
1434,Cazadores Anejo Tequila,389.87,59.81737502244337
1438,Cecchi Cern Chianti Clsc RSV,8157.419999999999,25.0346310475616
1440,Cecchi Chianti Clsc Rsv Fami,1891.3799999999999,26.339498144212172
1441,Cecchi Coevo Wood,4859.18,83.93638432821999
1442,Cecchi La Mora Morellino,5129.64,37.47338994549326
1444,Cecchi Litorale Vermentino,4416.95,20.36563692140504
1445,Cecchi Natio Organic Chianti,735.08,98.57974642215812
1446,Cecchi Nobile Montepulciano,7202.0,35.39433490697029
1448,Celani Family Cab Svgn,311.96,31.0296191819464
1449,Celani Family Chard,610.87,64.58002520994647
1450,Cella Lambrusco,71.94,35.446205170975816
1451,Cellar No 8 Pnt Nr,8085.28,46.93022381414125
1452,Cellier des Dauphines CdR,95.88,33.79224030037547
1453,Celtic Honey Liqueur,659.6999999999999,65.93906321055026
1454,Cenyth Sonoma Red,2049.62,52.530225114899345
1455,Cepa 21 Ribera Duero 06 Tnto,6746.25,35.07504168982768
1456,Cercius CdR Vielles V Rouge,429.69,16.139542460843856
1457,Ceretto Arneis Blange Lange,742.63,35.81729798149819
1458,Cesari Bardolino Chiaretto,4394.5,83.9897599271817
1460,Cesari Jema Corvina Veronese,3292.11,22.144764300099336
1463,Cesari Recioto Valpolicella,1279.68,35.483870967741936
1464,Cesari Sangioves Romagna RS,4945.34,28.60834644331836
1465,Cesari Valpo Classico,989.34,73.60967918005943
1467,Ch Alie d'Argent Mout-Rth 12,2969.73,62.20868563808831
1468,Ch Alter Ego 10 Brdx,2249.82,88.81377176840813
1469,Ch Angelus 09 St Emilion,5099.83,57.430737887341344
1470,Ch Angelus 10,6935.83,31.505674158680364
1471,Ch Angelus 10 Brdx,3239.94,32.432082075593996
1472,Ch Angelus 11 Brdx,2799.9,32.4333011893282
1473,Ch Angelus 12 St Emilion,5585.860000000001,70.84567103364567
1474,Ch Angelus Saint Emilion,2929.9,34.639407488310184
1475,Ch Beaucastel Chtnf Pap,9799.02,27.891156462585037
1476,Ch Beaucastel Coud Rouge,9303.18,31.888881006279572
1482,Ch Beaulieu Lalande de Pomer,5572.719999999999,25.83872866391996
1483,Ch Beaulieu Rose Cote d Prov,575.04,34.557595993322195
1484,Ch Beausejour Pentimento,575.76,38.89120466861192
1485,Ch Behere Courtin Pauillac,2654.55,93.91233919120002
1486,Ch Bellevue Lussac St Emili,3342.48,25.75572628706829
1487,Ch Bellevue Mondotte 10 Brdx,1559.97,31.973691801765412
1488,Ch Bellevue St-Emil 09 Gr Cr,1819.74,69.23076923076924
1489,Ch Bellevue-Mondotte 11 Emil,1889.91,35.06357445592648
1490,Ch Bernadotte 10 Haut Medoc,1539.56,57.633728684386014
1491,Ch Bernadotte Haut-Medoc 11,1074.57,77.49797593455988
1492,Ch Bois du Fil Brdx,179.88,34.2228152101401
1493,Ch Bonnet Red,7606.64,28.382571016901036
1494,Ch Boston Margaux,6454.87,10.547230230817965
1495,Ch Bouscaut Rouge 11 GCG,1609.54,64.01953353131951
1496,Ch Boyd Cantenac Margaux,4179.62,70.96003942942181
1497,Ch Branaire Ducru 10 Brdx,5417.57,95.28589386016239
1498,Ch Brane Cantenac Margaux 11,649.9,41.560240036928754
1499,Ch Brane-Cantenac Margaux 01,8579.22,27.574534747914143
1500,Ch Brannon 12 Pessac-Leognan,1709.8100000000002,51.199256057690626
1501,Ch Bruni Brdx Superieur,5462.1900000000005,89.10931329741368
1502,Ch Calon 12 Segur St-Estphe,5015.429999999999,58.864544017163034
1503,Ch Canon Saint Emilion,1689.8700000000001,47.31547397137059
1504,Ch Canon St Emilion Gr Cr 11,1396.89,87.46071630550722
1505,Ch Cantegril Sauternes 11,449.74999999999994,70.0633685380767
1506,Ch Cantemerie 12 Haut-Medoc,2172.4700000000003,98.71666812430091
1507,Ch Cantenac Brown Margaux 11,1799.7,82.10368394732455
1508,Ch Capbern Gasqueton St Este,6000.929999999999,1.837548513313762
1510,Ch Castel Maures 15 Rose Cuv,9147.97,32.37275592289875
1511,Ch Certan De May de Certan,1259.93,62.15662774916068
1512,Ch Chantelune Margaux,4199.16,88.40482382190724
1513,Ch Cheval Bl 12 St-Emilion,4439.94,35.06533872079352
1515,Ch Cheval Blanc St Emil 11,8099.91,31.507016744630494
1516,Ch Clerc Milon 10,3023.7599999999998,91.49634891658067
1517,Ch Clerc Milon 12 Pauillac,629.91,85.56936705243606
1518,Ch Clerc Milon Pauillac 11,1747.77,97.00132168420329
1519,Ch Clinet 10 Brdx,1574.93,52.382010629043826
1520,Ch Clos Fourtet 10 Brdx,533.97,35.485139614585094
1521,Ch Clos Fourtet 12 St-Emilin,5499.45,86.57665766576658
1522,Ch Clos d'Estournel 11 Est,1799.92,42.05298013245034
